id,name,acronym,graph_id,rgb_triplet,structure_id_path,structure_set_ids
278,"Striatum-like amygdalar nuclei,sAMY",['sAMY'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]"
23,"Anterior amygdalar area,AAA",['AAA'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 23]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189, 114512891]"
292,"Bed nucleus of the accessory olfactory tract,BA",['BA'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 292]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189]"
536,"Central amygdalar nucleus,CEA",['CEA'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 536]","[112905828, 691663206, 687527945, 10, 688152361, 12, 184527634, 112905813, 167587189, 114512891]"
544,"Central amygdalar nucleus, capsular part,CEAc","['capsular part', 'CEAc']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 536, 544]","[184527634, 12, 691663206]"
551,"Central amygdalar nucleus, lateral part,CEAl","['lateral part', 'CEAl']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 536, 551]","[184527634, 12, 691663206]"
559,"Central amygdalar nucleus, medial part,CEAm","['medial part', 'CEAm']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 536, 559]","[184527634, 12, 691663206]"
1105,"Intercalated amygdalar nucleus,IA",['IA'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 1105]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189]"
403,"Medial amygdalar nucleus,MEA",['MEA'],1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]"
411,"Medial amygdalar nucleus, anterodorsal part,MEAad","['anterodorsal part', 'MEAad']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 411]",[12]
418,"Medial amygdalar nucleus, anteroventral part,MEAav","['anteroventral part', 'MEAav']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 418]",[12]
426,"Medial amygdalar nucleus, posterodorsal part,MEApd","['posterodorsal part', 'MEApd']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 426]",[12]
472,"Medial amygdalar nucleus, posterodorsal part, sublayer a,MEApd-a","['posterodorsal part', 'sublayer a', 'MEApd-a']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 426, 472]",[12]
480,"Medial amygdalar nucleus, posterodorsal part, sublayer b,MEApd-b","['posterodorsal part', 'sublayer b', 'MEApd-b']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 426, 480]",[12]
487,"Medial amygdalar nucleus, posterodorsal part, sublayer c,MEApd-c","['posterodorsal part', 'sublayer c', 'MEApd-c']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 426, 487]",[12]
435,"Medial amygdalar nucleus, posteroventral part,MEApv","['posteroventral part', 'MEApv']",1,"[128, 192, 226]","[997, 8, 567, 623, 477, 278, 403, 435]",[12]
803,"Pallidum,PAL",['PAL'],1,"[133, 153, 204]","[997, 8, 567, 623, 803]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]"
818,"Pallidum, dorsal region,PALd","['dorsal region', 'PALd']",1,"[133, 153, 204]","[997, 8, 567, 623, 803, 818]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
1022,"Globus pallidus, external segment,GPe","['external segment', 'GPe']",1,"[133, 153, 204]","[997, 8, 567, 623, 803, 818, 1022]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
1031,"Globus pallidus, internal segment,GPi","['internal segment', 'GPi']",1,"[133, 153, 204]","[997, 8, 567, 623, 803, 818, 1031]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 112905813, 114512891]"
835,"Pallidum, ventral region,PALv","['ventral region', 'PALv']",1,"[162, 177, 216]","[997, 8, 567, 623, 803, 835]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
342,"Substantia innominata,SI",['SI'],1,"[162, 177, 216]","[997, 8, 567, 623, 803, 835, 342]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
298,"Magnocellular nucleus,MA",['MA'],1,"[162, 177, 216]","[997, 8, 567, 623, 803, 835, 298]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189]"
826,"Pallidum, medial region,PALm","['medial region', 'PALm']",1,"[150, 167, 211]","[997, 8, 567, 623, 803, 826]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]"
904,"Medial septal complex,MSC",['MSC'],1,"[150, 167, 211]","[997, 8, 567, 623, 803, 826, 904]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]"
564,"Medial septal nucleus,MS",['MS'],1,"[150, 167, 211]","[997, 8, 567, 623, 803, 826, 904, 564]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 112905813, 114512891]"
596,"Diagonal band nucleus,NDB",['NDB'],1,"[150, 167, 211]","[997, 8, 567, 623, 803, 826, 904, 596]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 114512891]"
581,"Triangular nucleus of septum,TRS",['TRS'],1,"[150, 167, 211]","[997, 8, 567, 623, 803, 826, 581]","[112905828, 691663206, 687527945, 10, 688152362, 12, 184527634, 112905813, 167587189, 114512891]"
809,"Pallidum, caudal region,PALc","['caudal region', 'PALc']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809]","[3, 112905828, 691663206, 12, 184527634, 114512891]"
351,"Bed nuclei of the stria terminalis,BST",['BST'],1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351]","[112905828, 691663206, 687527945, 10, 688152362, 12, 184527634, 167587189, 114512891]"
359,"Bed nuclei of the stria terminalis, anterior division,BSTa","['anterior division', 'BSTa']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359]",[12]
537,"Bed nuclei of the stria terminalis, anterior division, anterolateral area,BSTal","['anterior division', 'anterolateral area', 'BSTal']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 537]",[12]
498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area,BSTam","['anterior division', 'anteromedial area', 'BSTam']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 498]",[12]
505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus,BSTdm","['anterior division', 'dorsomedial nucleus', 'BSTdm']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 505]",[12]
513,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus,BSTfu","['anterior division', 'fusiform nucleus', 'BSTfu']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 513]",[12]
546,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus,BSTju","['anterior division', 'juxtacapsular nucleus', 'BSTju']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 546]",[12]
521,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus,BSTmg","['anterior division', 'magnocellular nucleus', 'BSTmg']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 521]",[12]
554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus,BSTov","['anterior division', 'oval nucleus', 'BSTov']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 554]",[12]
562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus,BSTrh","['anterior division', 'rhomboid nucleus', 'BSTrh']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 562]",[12]
529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus,BSTv","['anterior division', 'ventral nucleus', 'BSTv']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 359, 529]",[12]
367,"Bed nuclei of the stria terminalis, posterior division,BSTp","['posterior division', 'BSTp']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367]",[12]
569,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus,BSTd","['posterior division', 'dorsal nucleus', 'BSTd']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367, 569]",[]
578,"Bed nuclei of the stria terminalis, posterior division, principal nucleus,BSTpr","['posterior division', 'principal nucleus', 'BSTpr']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367, 578]",[12]
585,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus,BSTif","['posterior division', 'interfascicular nucleus', 'BSTif']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367, 585]",[12]
594,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus,BSTtr","['posterior division', 'transverse nucleus', 'BSTtr']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367, 594]",[12]
602,"Bed nuclei of the stria terminalis, posterior division, strial extension,BSTse","['posterior division', 'strial extension', 'BSTse']",1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 351, 367, 602]",[12]
287,"Bed nucleus of the anterior commissure,BAC",['BAC'],1,"[179, 192, 223]","[997, 8, 567, 623, 803, 809, 287]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189]"
343,"Brain stem,BS",['BS'],1,"[255, 112, 128]","[997, 8, 343]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
1129,"Interbrain,IB",['IB'],1,"[255, 112, 128]","[997, 8, 343, 1129]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
549,"Thalamus,TH",['TH'],1,"[255, 112, 128]","[997, 8, 343, 1129, 549]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]"
864,"Thalamus, sensory-motor cortex related,DORsm","['sensory-motor cortex related', 'DORsm']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
637,"Ventral group of the dorsal thalamus,VENT",['VENT'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
629,"Ventral anterior-lateral complex of the thalamus,VAL",['VAL'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 629]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]"
685,"Ventral medial nucleus of the thalamus,VM",['VM'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 685]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]"
709,"Ventral posterior complex of the thalamus,VP",['VP'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 709]","[112905828, 691663206, 10, 12, 184527634, 112905813, 114512891, 114512892]"
718,"Ventral posterolateral nucleus of the thalamus,VPL",['VPL'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 709, 718]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
725,"Ventral posterolateral nucleus of the thalamus, parvicellular part,VPLpc","['parvicellular part', 'VPLpc']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 709, 725]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
733,"Ventral posteromedial nucleus of the thalamus,VPM",['VPM'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 709, 733]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
741,"Ventral posteromedial nucleus of the thalamus, parvicellular part,VPMpc","['parvicellular part', 'VPMpc']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 709, 741]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
563807435,"Posterior triangular thalamic nucleus,PoT",['PoT'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 637, 563807435]","[112905828, 691663206, 688152363, 184527634, 167587189]"
406,"Subparafascicular nucleus,SPF",['SPF'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 406]","[112905828, 691663206, 12, 184527634, 114512891]"
414,"Subparafascicular nucleus, magnocellular part,SPFm","['magnocellular part', 'SPFm']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 406, 414]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
422,"Subparafascicular nucleus, parvicellular part,SPFp","['parvicellular part', 'SPFp']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 406, 422]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
609,"Subparafascicular area,SPA",['SPA'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 609]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
1044,"Peripeduncular nucleus,PP",['PP'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1044]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
1008,"Geniculate group, dorsal thalamus,GENd","['dorsal thalamus', 'GENd']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]"
475,"Medial geniculate complex,MG",['MG'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 475]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
1072,"Medial geniculate complex, dorsal part,MGd","['dorsal part', 'MGd']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 475, 1072]","[184527634, 12, 691663206]"
1079,"Medial geniculate complex, ventral part,MGv","['ventral part', 'MGv']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 475, 1079]","[184527634, 12, 691663206]"
1088,"Medial geniculate complex, medial part,MGm","['medial part', 'MGm']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 475, 1088]","[184527634, 12, 691663206]"
170,"Dorsal part of the lateral geniculate complex,LGd",['LGd'],1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 170]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]"
496345664,"Dorsal part of the lateral geniculate complex, shell,LGd-sh","['shell', 'LGd-sh']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345664]","[184527634, 691663206]"
496345668,"Dorsal part of the lateral geniculate complex, core,LGd-co","['core', 'LGd-co']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345668]","[184527634, 691663206]"
496345672,"Dorsal part of the lateral geniculate complex, ipsilateral zone,LGd-ip","['ipsilateral zone', 'LGd-ip']",1,"[255, 128, 132]","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345672]","[184527634, 691663206]"
856,"Thalamus, polymodal association cortex related,DORpm","['polymodal association cortex related', 'DORpm']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
138,"Lateral group of the dorsal thalamus,LAT",['LAT'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]"
218,"Lateral posterior nucleus of the thalamus,LP",['LP'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 218]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
1020,"Posterior complex of the thalamus,PO",['PO'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 1020]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
1029,"Posterior limiting nucleus of the thalamus,POL",['POL'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 1029]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813]"
325,"Suprageniculate nucleus,SGN",['SGN'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 325]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
560581551,"Ethmoid nucleus of the thalamus,Eth",['Eth'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 560581551]","[184527634, 691663206]"
560581555,"Retroethmoid nucleus,REth",['REth'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 138, 560581555]",[]
239,"Anterior group of the dorsal thalamus,ATN",['ATN'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]"
255,"Anteroventral nucleus of thalamus,AV",['AV'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 255]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
127,"Anteromedial nucleus,AM",['AM'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 127]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
1096,"Anteromedial nucleus, dorsal part,AMd","['dorsal part', 'AMd']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 127, 1096]","[184527634, 12, 691663206]"
1104,"Anteromedial nucleus, ventral part,AMv","['ventral part', 'AMv']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 127, 1104]","[184527634, 12, 691663206]"
64,"Anterodorsal nucleus,AD",['AD'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 64]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
1120,"Interanteromedial nucleus of the thalamus,IAM",['IAM'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 1120]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
1113,"Interanterodorsal nucleus of the thalamus,IAD",['IAD'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 1113]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
155,"Lateral dorsal nucleus of thalamus,LD",['LD'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 239, 155]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]"
444,"Medial group of the dorsal thalamus,MED",['MED'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444]","[112905828, 691663206, 12, 184527634, 114512891]"
59,"Intermediodorsal nucleus of the thalamus,IMD",['IMD'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 59]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
362,"Mediodorsal nucleus of thalamus,MD",['MD'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 362]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
617,"Mediodorsal nucleus of the thalamus, central part,MDc","['central part', 'MDc']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 362, 617]",[12]
626,"Mediodorsal nucleus of the thalamus, lateral part,MDl","['lateral part', 'MDl']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 362, 626]",[12]
636,"Mediodorsal nucleus of the thalamus, medial part,MDm","['medial part', 'MDm']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 362, 636]",[12]
366,"Submedial nucleus of the thalamus,SMT",['SMT'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 366]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
1077,"Perireunensis nucleus,PR",['PR'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 444, 1077]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
571,"Midline group of the dorsal thalamus,MTN",['MTN'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 571]","[112905828, 691663206, 12, 184527634, 114512891]"
149,"Paraventricular nucleus of the thalamus,PVT",['PVT'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 571, 149]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
15,"Parataenial nucleus,PT",['PT'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 571, 15]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
181,"Nucleus of reuniens,RE",['RE'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 571, 181]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
560581559,"Xiphoid thalamic nucleus,Xi",['Xi'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 571, 560581559]","[112905828, 691663206, 688152363, 184527634, 167587189]"
51,"Intralaminar nuclei of the dorsal thalamus,ILM",['ILM'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51]","[112905828, 691663206, 12, 184527634, 114512891]"
189,"Rhomboid nucleus,RH",['RH'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 189]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
599,"Central medial nucleus of the thalamus,CM",['CM'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 599]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
907,"Paracentral nucleus,PCN",['PCN'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 907]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
575,"Central lateral nucleus of the thalamus,CL",['CL'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 575]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
930,"Parafascicular nucleus,PF",['PF'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 930]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
560581563,"Posterior intralaminar thalamic nucleus,PIL",['PIL'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 51, 560581563]","[112905828, 691663206, 688152363, 184527634, 167587189, 114512891]"
262,"Reticular nucleus of the thalamus,RT",['RT'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 262]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
1014,"Geniculate group, ventral thalamus,GENv","['ventral thalamus', 'GENv']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014]","[112905828, 691663206, 12, 184527634, 114512891]"
27,"Intergeniculate leaflet of the lateral geniculate complex,IGL",['IGL'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 27]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
563807439,"Intermediate geniculate nucleus,IntG",['IntG'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 563807439]","[112905828, 691663206, 688152363, 184527634, 167587189]"
178,"Ventral part of the lateral geniculate complex,LGv",['LGv'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 178]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
300,"Ventral part of the lateral geniculate complex, lateral zone,LGvl","['lateral zone', 'LGvl']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 178, 300]",[]
316,"Ventral part of the lateral geniculate complex, medial zone,LGvm","['medial zone', 'LGvm']",1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 178, 316]",[]
321,"Subgeniculate nucleus,SubG",['SubG'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 1014, 321]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]"
958,"Epithalamus,EPI",['EPI'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 958]","[112905828, 691663206, 12, 184527634, 114512891]"
483,"Medial habenula,MH",['MH'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 958, 483]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]"
186,"Lateral habenula,LH",['LH'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 958, 186]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]"
953,"Pineal body,PIN",['PIN'],1,"[255, 144, 159]","[997, 8, 343, 1129, 549, 856, 958, 953]",[]
1097,"Hypothalamus,HY",['HY'],1,"[230, 68, 56]","[997, 8, 343, 1129, 1097]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]"
157,"Periventricular zone,PVZ",['PVZ'],1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157]","[3, 112905828, 691663206, 12, 184527634, 114512891]"
390,"Supraoptic nucleus,SO",['SO'],1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 390]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]"
332,"Accessory supraoptic group,ASO",['ASO'],1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 332]","[112905828, 691663206, 687527945, 688152364, 184527634, 167587189]"
432,"Nucleus circularis,NC",['NC'],1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 332, 432]",[]
38,"Paraventricular hypothalamic nucleus,PVH",['PVH'],1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]"
71,"Paraventricular hypothalamic nucleus, magnocellular division,PVHm","['magnocellular division', 'PVHm']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71]",[12]
47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part,PVHam","['magnocellular division', 'anterior magnocellular part', 'PVHam']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71, 47]",[]
79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part,PVHmm","['magnocellular division', 'medial magnocellular part', 'PVHmm']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71, 79]",[12]
103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part,PVHpm","['magnocellular division', 'posterior magnocellular part', 'PVHpm']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71, 103]",[12]
652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone,PVHpml","['magnocellular division', 'posterior magnocellular part', 'lateral zone', 'PVHpml']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71, 103, 652]",[12]
660,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone,PVHpmm","['magnocellular division', 'posterior magnocellular part', 'medial zone', 'PVHpmm']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 71, 103, 660]",[]
94,"Paraventricular hypothalamic nucleus, parvicellular division,PVHp","['parvicellular division', 'PVHp']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 94]",[12]
55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part,PVHap","['parvicellular division', 'anterior parvicellular part', 'PVHap']",1,"[255, 93, 80]","[997, 8, 343, 1129, 1097, 157, 38, 94, 55]",[12]
