id,name,acronym,graph_id,rgb_triplet,structure_id_path,structure_set_ids
314,"Agranular insular area, posterior part, layer 6a,AIp6a","['posterior part', 'layer 6a', 'AIp6a']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 111, 314]","[667481449, 184527634, 12, 691663206]"
355,"Agranular insular area, posterior part, layer 6b,AIp6b","['posterior part', 'layer 6b', 'AIp6b']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 111, 355]","[184527634, 667481450, 691663206]"
119,"Agranular insular area, ventral part,AIv","['ventral part', 'AIv']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
704,"Agranular insular area, ventral part, layer 1,AIv1","['ventral part', 'layer 1', 'AIv1']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119, 704]","[667481440, 184527634, 12, 691663206]"
694,"Agranular insular area, ventral part, layer 2/3,AIv2/3","['ventral part', 'layer 2/3', 'AIv2/3']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119, 694]","[667481441, 184527634, 12, 691663206]"
800,"Agranular insular area, ventral part, layer 5,AIv5","['ventral part', 'layer 5', 'AIv5']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119, 800]","[667481446, 184527634, 12, 691663206]"
675,"Agranular insular area, ventral part, layer 6a,AIv6a","['ventral part', 'layer 6a', 'AIv6a']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119, 675]","[667481449, 184527634, 12, 691663206]"
699,"Agranular insular area, ventral part, layer 6b,AIv6b","['ventral part', 'layer 6b', 'AIv6b']",1,"[33, 152, 102]","[997, 8, 567, 688, 695, 315, 95, 119, 699]","[184527634, 667481450, 691663206]"
254,"Retrosplenial area,RSP",['RSP'],1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254]","[3, 112905828, 691663206, 10, 12, 184527634, 112905813, 114512891]"
894,"Retrosplenial area, lateral agranular part,RSPagl","['lateral agranular part', 'RSPagl']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 112905813, 114512891]"
671,"Retrosplenial area, lateral agranular part, layer 1,RSPagl1","['lateral agranular part', 'layer 1', 'RSPagl1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 671]","[667481440, 184527634, 12, 691663206]"
965,"Retrosplenial area, lateral agranular part, layer 2/3,RSPagl2/3","['lateral agranular part', 'layer 2/3', 'RSPagl2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 965]","[667481441, 184527634, 12, 691663206]"
774,"Retrosplenial area, lateral agranular part, layer 5,RSPagl5","['lateral agranular part', 'layer 5', 'RSPagl5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 774]","[184527634, 12, 667481446, 691663206]"
906,"Retrosplenial area, lateral agranular part, layer 6a,RSPagl6a","['lateral agranular part', 'layer 6a', 'RSPagl6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 906]","[667481449, 184527634, 12, 691663206]"
279,"Retrosplenial area, lateral agranular part, layer 6b,RSPagl6b","['lateral agranular part', 'layer 6b', 'RSPagl6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 279]","[184527634, 12, 667481450, 691663206]"
480149258,"Mediomedial anterior visual area,VISmma",['VISmma'],1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258]",[]
480149262,"Mediomedial anterior visual area, layer 1,VISmma1","['layer 1', 'VISmma1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149262]",[]
480149266,"Mediomedial anterior visual area, layer 2/3,VISmma2/3","['layer 2/3', 'VISmma2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149266]",[]
480149270,"Mediomedial anterior visual area, layer 4,VISmma4","['layer 4', 'VISmma4']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149270]",[]
480149274,"Mediomedial anterior visual area,layer 5,VISmma5","['layer 5', 'VISmma5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149274]",[]
480149278,"Mediomedial anterior visual area, layer 6a,VISmma6a","['layer 6a', 'VISmma6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149278]",[]
480149282,"Mediomedial anterior visual area, layer 6b,VISmma6b","['layer 6b', 'VISmma6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149258, 480149282]",[]
480149286,"Mediomedial posterior visual area,VISmmp",['VISmmp'],1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286]",[]
480149290,"Mediomedial posterior visual area, layer 1,VISmmp1","['layer 1', 'VISmmp1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149290]",[]
480149294,"Mediomedial posterior visual area, layer 2/3,VISmmp2/3","['layer 2/3', 'VISmmp2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149294]",[]
480149298,"Mediomedial posterior visual area, layer 4,VISmmp4","['layer 4', 'VISmmp4']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149298]",[]
480149302,"Mediomedial posterior visual area,layer 5,VISmmp5","['layer 5', 'VISmmp5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149302]",[]
480149306,"Mediomedial posterior visual area, layer 6a,VISmmp6a","['layer 6a', 'VISmmp6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149306]",[]
480149310,"Mediomedial posterior visual area, layer 6b,VISmmp6b","['layer 6b', 'VISmmp6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149286, 480149310]",[]
480149314,"Medial visual area,VISm",['VISm'],1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314]",[]
480149318,"Medial visual area, layer 1,VISm1","['layer 1', 'VISm1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149318]",[]
480149322,"Medial visual area, layer 2/3,VISm2/3","['layer 2/3', 'VISm2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149322]",[]
480149326,"Medial visual area, layer 4,VISm4","['layer 4', 'VISm4']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149326]",[]
480149330,"Medial visual area,layer 5,VISm5","['layer 5', 'VISm5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149330]",[]
480149334,"Medial visual area, layer 6a,VISm6a","['layer 6a', 'VISm6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149334]",[]
480149338,"Medial visual area, layer 6b,VISm6b","['layer 6b', 'VISm6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 894, 480149314, 480149338]",[]
879,"Retrosplenial area, dorsal part,RSPd","['dorsal part', 'RSPd']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
442,"Retrosplenial area, dorsal part, layer 1,RSPd1","['dorsal part', 'layer 1', 'RSPd1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 442]","[667481440, 184527634, 12, 691663206]"
434,"Retrosplenial area, dorsal part, layer 2/3,RSPd2/3","['dorsal part', 'layer 2/3', 'RSPd2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 434]","[667481441, 184527634, 12, 691663206]"
545,"Retrosplenial area, dorsal part, layer 4,RSPd4","['dorsal part', 'layer 4', 'RSPd4']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 545]","[184527634, 667481445, 691663206]"
610,"Retrosplenial area, dorsal part, layer 5,RSPd5","['dorsal part', 'layer 5', 'RSPd5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 610]","[184527634, 12, 667481446, 691663206]"
274,"Retrosplenial area, dorsal part, layer 6a,RSPd6a","['dorsal part', 'layer 6a', 'RSPd6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 274]","[667481449, 184527634, 12, 691663206]"
330,"Retrosplenial area, dorsal part, layer 6b,RSPd6b","['dorsal part', 'layer 6b', 'RSPd6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 879, 330]","[667481450, 184527634, 12, 691663206]"
886,"Retrosplenial area, ventral part,RSPv","['ventral part', 'RSPv']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
542,"Retrosplenial area, ventral part, layer 1,RSPv1","['ventral part', 'layer 1', 'RSPv1']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 542]","[667481440, 184527634, 12, 691663206]"
606,"Retrosplenial area, ventral part, layer 2,RSPv2","['ventral part', 'layer 2', 'RSPv2']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 606]",[12]
430,"Retrosplenial area, ventral part, layer 2/3,RSPv2/3","['ventral part', 'layer 2/3', 'RSPv2/3']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 430]","[667481441, 184527634, 12, 691663206]"
687,"Retrosplenial area, ventral part, layer 5,RSPv5","['ventral part', 'layer 5', 'RSPv5']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 687]","[184527634, 12, 667481446, 691663206]"
590,"Retrosplenial area, ventral part, layer 6a,RSPv6a","['ventral part', 'layer 6a', 'RSPv6a']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 590]","[667481449, 184527634, 12, 691663206]"
622,"Retrosplenial area, ventral part, layer 6b,RSPv6b","['ventral part', 'layer 6b', 'RSPv6b']",1,"[26, 166, 152]","[997, 8, 567, 688, 695, 315, 254, 886, 622]","[667481450, 184527634, 12, 691663206]"
22,"Posterior parietal association areas,PTLp",['PTLp'],1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]"
532,"Posterior parietal association areas, layer 1,PTLp1","['layer 1', 'PTLp1']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 532]",[12]
241,"Posterior parietal association areas, layer 2/3,PTLp2/3","['layer 2/3', 'PTLp2/3']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 241]",[12]
635,"Posterior parietal association areas, layer 4,PTLp4","['layer 4', 'PTLp4']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 635]",[12]
683,"Posterior parietal association areas, layer 5,PTLp5","['layer 5', 'PTLp5']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 683]",[12]
308,"Posterior parietal association areas, layer 6a,PTLp6a","['layer 6a', 'PTLp6a']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 308]","[12, 112905813]"
340,"Posterior parietal association areas, layer 6b,PTLp6b","['layer 6b', 'PTLp6b']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 340]","[12, 112905813]"
312782546,"Anterior area,VISa",['VISa'],1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 167587189, 114512891]"
312782550,"Anterior area, layer 1,VISa1","['layer 1', 'VISa1']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782550]","[667481440, 184527634, 396673091, 691663206]"
312782554,"Anterior area, layer 2/3,VISa2/3","['layer 2/3', 'VISa2/3']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782554]","[667481441, 184527634, 396673091, 691663206]"
312782558,"Anterior area, layer 4,VISa4","['layer 4', 'VISa4']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782558]","[184527634, 396673091, 667481445, 691663206]"
312782562,"Anterior area, layer 5,VISa5","['layer 5', 'VISa5']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782562]","[184527634, 396673091, 667481446, 691663206]"
312782566,"Anterior area, layer 6a,VISa6a","['layer 6a', 'VISa6a']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782566]","[667481449, 184527634, 396673091, 691663206]"
312782570,"Anterior area, layer 6b,VISa6b","['layer 6b', 'VISa6b']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782570]","[184527634, 396673091, 667481450, 691663206]"
417,"Rostrolateral visual area,VISrl",['VISrl'],1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 514166994, 167587189, 114512891]"
312782604,"Rostrolateral area, layer 1,VISrl1","['layer 1', 'VISrl1']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782604]","[667481440, 184527634, 396673091, 691663206]"
312782608,"Rostrolateral area, layer 2/3,VISrl2/3","['layer 2/3', 'VISrl2/3']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782608]","[667481441, 184527634, 396673091, 691663206]"
312782612,"Rostrolateral area, layer 4,VISrl4","['layer 4', 'VISrl4']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782612]","[184527634, 396673091, 667481445, 691663206]"
312782616,"Rostrolateral area, layer 5,VISrl5","['layer 5', 'VISrl5']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782616]","[667481446, 184527634, 396673091, 691663206]"
312782620,"Rostrolateral area, layer 6a,VISrl6a","['layer 6a', 'VISrl6a']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782620]","[667481449, 184527634, 396673091, 691663206]"
312782624,"Rostrolateral area, layer 6b,VISrl6b","['layer 6b', 'VISrl6b']",1,"[0, 159, 172]","[997, 8, 567, 688, 695, 315, 22, 417, 312782624]","[184527634, 396673091, 667481450, 691663206]"
541,"Temporal association areas,TEa",['TEa'],1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
97,"Temporal association areas, layer 1,TEa1","['layer 1', 'TEa1']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 97]","[667481440, 184527634, 12, 691663206]"
1127,"Temporal association areas, layer 2/3,TEa2/3","['layer 2/3', 'TEa2/3']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 1127]","[667481441, 184527634, 12, 691663206]"
234,"Temporal association areas, layer 4,TEa4","['layer 4', 'TEa4']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 234]","[184527634, 12, 667481445, 691663206]"
289,"Temporal association areas, layer 5,TEa5","['layer 5', 'TEa5']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 289]","[184527634, 12, 667481446, 691663206]"
729,"Temporal association areas, layer 6a,TEa6a","['layer 6a', 'TEa6a']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 729]","[667481449, 184527634, 12, 691663206]"
786,"Temporal association areas, layer 6b,TEa6b","['layer 6b', 'TEa6b']",1,"[21, 176, 179]","[997, 8, 567, 688, 695, 315, 541, 786]","[184527634, 12, 667481450, 691663206]"
922,"Perirhinal area,PERI",['PERI'],1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189]"
540,"Perirhinal area, layer 1,PERI1","['layer 1', 'PERI1']",1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922, 540]","[667481440, 184527634, 12, 691663206]"
888,"Perirhinal area, layer 2/3,PERI2/3","['layer 2/3', 'PERI2/3']",1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922, 888]","[667481441, 184527634, 12, 691663206]"
692,"Perirhinal area, layer 5,PERI5","['layer 5', 'PERI5']",1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922, 692]","[184527634, 12, 667481446, 691663206]"
335,"Perirhinal area, layer 6a,PERI6a","['layer 6a', 'PERI6a']",1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922, 335]","[667481449, 184527634, 12, 691663206]"
368,"Perirhinal area, layer 6b,PERI6b","['layer 6b', 'PERI6b']",1,"[14, 150, 132]","[997, 8, 567, 688, 695, 315, 922, 368]","[667481450, 184527634, 12, 691663206]"
895,"Ectorhinal area,ECT",['ECT'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
836,"Ectorhinal area/Layer 1,ECT1",['ECT1'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895, 836]","[667481440, 184527634, 12, 691663206]"
427,"Ectorhinal area/Layer 2/3,ECT2/3",['ECT2/3'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895, 427]","[667481441, 184527634, 12, 691663206]"
988,"Ectorhinal area/Layer 5,ECT5",['ECT5'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895, 988]","[184527634, 12, 667481446, 691663206]"
977,"Ectorhinal area/Layer 6a,ECT6a",['ECT6a'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895, 977]","[667481449, 184527634, 12, 691663206]"
1045,"Ectorhinal area/Layer 6b,ECT6b",['ECT6b'],1,"[13, 159, 145]","[997, 8, 567, 688, 695, 315, 895, 1045]","[667481450, 184527634, 12, 691663206]"
698,"Olfactory areas,OLF",['OLF'],1,"[154, 210, 189]","[997, 8, 567, 688, 695, 698]","[2, 3, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]"
507,"Main olfactory bulb,MOB",['MOB'],1,"[154, 210, 189]","[997, 8, 567, 688, 695, 698, 507]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189, 114512891]"
212,"Main olfactory bulb, glomerular layer,MOBgl","['glomerular layer', 'MOBgl']",1,"[130, 199, 174]","[997, 8, 567, 688, 695, 698, 507, 212]","[10, 12]"
220,"Main olfactory bulb, granule layer,MOBgr","['granule layer', 'MOBgr']",1,"[130, 199, 174]","[997, 8, 567, 688, 695, 698, 507, 220]","[10, 12]"
228,"Main olfactory bulb, inner plexiform layer,MOBipl","['inner plexiform layer', 'MOBipl']",1,"[154, 210, 189]","[997, 8, 567, 688, 695, 698, 507, 228]",[12]
236,"Main olfactory bulb, mitral layer,MOBmi","['mitral layer', 'MOBmi']",1,"[130, 199, 174]","[997, 8, 567, 688, 695, 698, 507, 236]","[10, 12]"
244,"Main olfactory bulb, outer plexiform layer,MOBopl","['outer plexiform layer', 'MOBopl']",1,"[154, 210, 189]","[997, 8, 567, 688, 695, 698, 507, 244]",[12]
151,"Accessory olfactory bulb,AOB",['AOB'],1,"[157, 240, 210]","[997, 8, 567, 688, 695, 698, 151]","[112905828, 688152358, 691663206, 687527945, 10, 12, 184527634, 167587189, 114512891]"
188,"Accessory olfactory bulb, glomerular layer,AOBgl","['glomerular layer', 'AOBgl']",1,"[157, 240, 210]","[997, 8, 567, 688, 695, 698, 151, 188]","[184527634, 12, 691663206]"
196,"Accessory olfactory bulb, granular layer,AOBgr","['granular layer', 'AOBgr']",1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 151, 196]","[184527634, 12, 691663206]"
204,"Accessory olfactory bulb, mitral layer,AOBmi","['mitral layer', 'AOBmi']",1,"[157, 240, 210]","[997, 8, 567, 688, 695, 698, 151, 204]","[184527634, 12, 691663206]"
159,"Anterior olfactory nucleus,AON",['AON'],1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891, 114512892]"
167,"Anterior olfactory nucleus, dorsal part,AONd","['dorsal part', 'AONd']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 167]",[12]
175,"Anterior olfactory nucleus, external part,AONe","['external part', 'AONe']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 175]",[12]
183,"Anterior olfactory nucleus, lateral part,AONl","['lateral part', 'AONl']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 183]",[12]
191,"Anterior olfactory nucleus, medial part,AONm","['medial part', 'AONm']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 191]",[12]
199,"Anterior olfactory nucleus, posteroventral part,AONpv","['posteroventral part', 'AONpv']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 199]",[12]
160,"Anterior olfactory nucleus, layer 1,AON1","['layer 1', 'AON1']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 160]",[12]
168,"Anterior olfactory nucleus, layer 2,AON2","['layer 2', 'AON2']",1,"[84, 191, 148]","[997, 8, 567, 688, 695, 698, 159, 168]",[]
589,"Taenia tecta,TT",['TT'],1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589]","[112905828, 688152358, 691663206, 687527945, 10, 12, 184527634, 167587189, 114512891]"
597,"Taenia tecta, dorsal part,TTd","['dorsal part', 'TTd']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597]","[184527634, 12, 691663206]"
297,"Taenia tecta, dorsal part, layers 1-4,TTd1-4","['dorsal part', 'layers 1-4', 'TTd1-4']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597, 297]",[]
1034,"Taenia tecta, dorsal part, layer 1,TTd1","['dorsal part', 'layer 1', 'TTd1']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597, 1034]",[12]
1042,"Taenia tecta, dorsal part, layer 2,TTd2","['dorsal part', 'layer 2', 'TTd2']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597, 1042]",[12]
1050,"Taenia tecta, dorsal part, layer 3,TTd3","['dorsal part', 'layer 3', 'TTd3']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597, 1050]",[12]
1059,"Taenia tecta, dorsal part, layer 4,TTd4","['dorsal part', 'layer 4', 'TTd4']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 597, 1059]",[12]
605,"Taenia tecta, ventral part,TTv","['ventral part', 'TTv']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 605]","[184527634, 12, 691663206]"
306,"Taenia tecta, ventral part, layers 1-3,TTv1-3","['ventral part', 'layers 1-3', 'TTv1-3']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 605, 306]",[]
1067,"Taenia tecta, ventral part, layer 1,TTv1","['ventral part', 'layer 1', 'TTv1']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 605, 1067]",[12]
1075,"Taenia tecta, ventral part, layer 2,TTv2","['ventral part', 'layer 2', 'TTv2']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 605, 1075]",[12]
1082,"Taenia tecta, ventral part, layer 3,TTv3","['ventral part', 'layer 3', 'TTv3']",1,"[98, 208, 159]","[997, 8, 567, 688, 695, 698, 589, 605, 1082]",[12]
814,"Dorsal peduncular area,DP",['DP'],1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814]","[112905828, 688152358, 691663206, 687527945, 12, 184527634, 167587189, 114512891]"
496,"Dorsal peduncular area, layer 1,DP1","['layer 1', 'DP1']",1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814, 496]",[12]
535,"Dorsal peduncular area, layer 2,DP2","['layer 2', 'DP2']",1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814, 535]",[]
360,"Dorsal peduncular area, layer 2/3,DP2/3","['layer 2/3', 'DP2/3']",1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814, 360]",[12]
646,"Dorsal peduncular area, layer 5,DP5","['layer 5', 'DP5']",1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814, 646]",[12]
267,"Dorsal peduncular area, layer 6a,DP6a","['layer 6a', 'DP6a']",1,"[164, 218, 164]","[997, 8, 567, 688, 695, 698, 814, 267]",[12]
961,"Piriform area,PIR",['PIR'],1,"[106, 203, 186]","[997, 8, 567, 688, 695, 698, 961]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891]"
152,"Piriform area, layers 1-3,PIR1-3","['layers 1-3', 'PIR1-3']",1,"[106, 203, 186]","[997, 8, 567, 688, 695, 698, 961, 152]",[]
276,"Piriform area, molecular layer,PIR1","['molecular layer', 'PIR1']",1,"[106, 203, 186]","[997, 8, 567, 688, 695, 698, 961, 276]",[12]
284,"Piriform area, pyramidal layer,PIR2","['pyramidal layer', 'PIR2']",1,"[106, 203, 186]","[997, 8, 567, 688, 695, 698, 961, 284]",[12]
291,"Piriform area, polymorph layer,PIR3","['polymorph layer', 'PIR3']",1,"[106, 203, 186]","[997, 8, 567, 688, 695, 698, 961, 291]",[12]
619,"Nucleus of the lateral olfactory tract,NLOT",['NLOT'],1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 619]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 167587189, 114512891]"
392,"Nucleus of the lateral olfactory tract, layers 1-3,NLOT1-3","['layers 1-3', 'NLOT1-3']",1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 619, 392]",[]
260,"Nucleus of the lateral olfactory tract, molecular layer,NLOT1","['molecular layer', 'NLOT1']",1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 619, 260]","[184527634, 12, 691663206]"
268,"Nucleus of the lateral olfactory tract, pyramidal layer,NLOT2","['pyramidal layer', 'NLOT2']",1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 619, 268]","[184527634, 12, 691663206]"
1139,"Nucleus of the lateral olfactory tract, layer 3,NLOT3","['layer 3', 'NLOT3']",1,"[149, 228, 200]","[997, 8, 567, 688, 695, 698, 619, 1139]","[184527634, 12, 691663206]"
631,"Cortical amygdalar area,COA",['COA'],1,"[97, 231, 183]","[997, 8, 567, 688, 695, 698, 631]","[112905828, 691663206, 10, 12, 184527634, 114512891]"
639,"Cortical amygdalar area, anterior part,COAa","['anterior part', 'COAa']",1,"[97, 231, 183]","[997, 8, 567, 688, 695, 698, 631, 639]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189]"
192,"Cortical amygdalar area, anterior part, layer 1,COAa1","['anterior part', 'layer 1', 'COAa1']",1,"[97, 231, 183]","[997, 8, 567, 688, 695, 698, 631, 639, 192]",[12]
200,"Cortical amygdalar area, anterior part, layer 2,COAa2","['anterior part', 'layer 2', 'COAa2']",1,"[97, 231, 183]","[997, 8, 567, 688, 695, 698, 631, 639, 200]",[12]
208,"Cortical amygdalar area, anterior part, layer 3,COAa3","['anterior part', 'layer 3', 'COAa3']",1,"[97, 231, 183]","[997, 8, 567, 688, 695, 698, 631, 639, 208]",[]
